context_id,length,total_samples,eligible_sequences,terminated_before_length,canonical_sequences,noncanonical_sequences,canonical_percentage,canonical_ci95_low,canonical_ci95_high
dataset-002,60,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,61,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,62,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,63,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,64,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,65,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,66,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,67,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,68,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,69,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,70,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,71,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,72,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,73,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,74,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,75,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,76,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,77,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,78,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,79,16,16,0,12,4,75.0,50.50168346449122,89.81793250878695
dataset-002,80,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,81,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,82,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,83,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,84,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,85,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,86,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,87,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,88,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,89,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,90,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,91,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,92,16,16,0,13,3,81.25,56.991119038025865,93.40840092857187
dataset-002,93,16,16,0,12,4,75.0,50.50168346449122,89.81793250878695
dataset-002,94,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
dataset-002,95,16,16,0,11,5,68.75,44.40435583474066,85.83535614521796
